medianOR,eta
0.9170042033425769,0.1
0.8611940056996802,0.1
0.8597302085135781,0.1
0.7588346941751294,0.1
0.8386463904983407,0.1
0.7693633623104954,0.1
0.8978874228910468,0.1
0.9150481763493301,0.1
0.8087609100291616,0.1
0.9256110302332919,0.1
0.8691639725953074,0.1
1.0272342605483131,0.1
0.7145817961771479,0.1
0.8797194365958545,0.1
0.8697518103882272,0.1
0.8280598008885559,0.1
1.0842629688566834,0.1
0.8067091614106388,0.1
0.9402452549893773,0.1
0.8932435995048964,0.1
0.8774873963075933,0.1
0.8531082543563141,0.1
0.9341165694365543,0.1
1.0011498138996306,0.1
0.9248313047915105,0.1
0.8890059277265218,0.1
0.7802654093503921,0.1
0.7048916914452176,0.1
0.9715574321617312,0.1
0.9880182938439926,0.1
0.8645487240516788,0.1
1.0591188841639938,0.1
0.8574676962399852,0.1
0.9137728051970174,0.1
1.0333044911515548,0.1
0.8525399173429395,0.1
0.8265032648550404,0.1
0.6775215568812483,0.1
1.037471221541093,0.1
0.9625925481537873,0.1
0.939271576364473,0.1
0.9309211339610236,0.1
0.7631447296538476,0.1
0.954845556684509,0.1
1.0649209038835725,0.1
0.8552115520221997,0.1
0.7993516784548209,0.1
0.9311105784124047,0.1
0.8376736406510765,0.1
0.8656238766786519,0.1
1.0729986435034184,0.1
0.9428775756348167,0.1
1.016990884998145,0.1
1.0621542015307,0.1
0.8704421175563269,0.1
0.8836625288622622,0.1
0.7252976432742583,0.1
0.8616909498833503,0.1
0.86477169862145,0.1
0.9625027328359785,0.1
0.9317539547772943,0.1
1.0074870453392448,0.1
0.9428793838210409,0.1
0.8505860029054486,0.1
0.8711629725249951,0.1
0.9285203632998781,0.1
0.9233507408541645,0.1
0.9004394781958244,0.1
0.7725301294393966,0.1
0.8577225227032004,0.1
0.8840774397535626,0.1
0.802123027365392,0.1
0.9220291384753688,0.1
0.946927462215827,0.1
0.7868577131903666,0.1
1.1276821367432568,0.1
0.8056568016691984,0.1
0.9473377030504148,0.1
0.9015832805296338,0.1
0.970374165213018,0.1
0.8451850450720959,0.1
1.007218279479502,0.1
1.0323090494319656,0.1
0.8565722598055654,0.1
0.9453776558364388,0.1
0.8220816006762355,0.1
0.9961954917490405,0.1
0.7576855442440812,0.1
0.8661776347069643,0.1
0.8910872916707722,0.1
0.8437013296107138,0.1
0.7844140326245317,0.1
0.9353403159964003,0.1
1.0167455191839156,0.1
0.7796676097174678,0.1
1.007039434425001,0.1
0.7279378478937342,0.1
0.8311021792889995,0.1
0.9875243519256183,0.1
0.8726445467263663,0.1
0.90885598943501,0.1
0.8634241793062233,0.1
0.9414356074031331,0.1
0.8109982139349893,0.1
0.9029726658556316,0.1
0.8989811091091379,0.1
0.9448903559272204,0.1
0.954649496396652,0.1
0.8426381506748684,0.1
0.7385484513508266,0.1
1.0292769393860828,0.1
0.8435124297527563,0.1
1.16648547770037,0.1
0.8100146929819938,0.1
0.8971798267618621,0.1
0.8997391607116962,0.1
1.0488175270996907,0.1
1.0014530404054784,0.1
1.0470286380743623,0.1
0.7660546211177677,0.1
0.8242822380688002,0.1
0.895664898795702,0.1
0.769510496633683,0.1
0.7928397037278931,0.1
0.8677823303717259,0.1
0.78050696671049,0.1
0.9783886903318718,0.1
0.858356080935853,0.1
0.8658302653414277,0.1
0.9616318491696201,0.1
1.0719664844830052,0.1
1.062951604061394,0.1
0.7806860952684689,0.1
0.9284421193479887,0.1
0.8812161923607952,0.1
1.015268777952844,0.1
0.8592029167545249,0.1
1.393705142830618,0.1
0.7752461659874241,0.1
0.9160712127163113,0.1
0.9842715239043166,0.1
0.9072927600180394,0.1
0.8997326722453776,0.1
0.9128508215874549,0.1
1.0357238440094465,0.1
0.9466913584235087,0.1
0.9760046734608442,0.1
0.7688367741480919,0.1
0.7277382404661019,0.1
0.9555510041637828,0.1
0.9115701971189918,0.1
0.9862191811233659,0.1
0.9610681303535141,0.1
0.9004569688778684,0.1
1.0123168312008013,0.1
1.0275042320540666,0.1
0.9033735259998569,0.1
1.034225461008477,0.1
0.8479822567532597,0.1
0.852352525414317,0.1
0.8647026947014212,0.1
0.8956922732566822,0.1
0.9610996233191573,0.1
0.8732707523036006,0.1
0.8507716076570444,0.1
1.0079830391768891,0.1
0.8678373953556132,0.1
0.8026908544747273,0.1
0.9305838834137644,0.1
0.8068047397625688,0.1
0.9860632459723815,0.1
0.9250533923282906,0.1
0.9217278915267159,0.1
0.8870155586606092,0.1
0.914512233700459,0.1
0.8811513524220655,0.1
1.120729079559246,0.1
0.9534741989634318,0.1
1.2015591128876308,0.1
0.8329895126710243,0.1
1.0296702657424184,0.1
0.815601918375119,0.1
0.7869380469242144,0.1
0.8258396703233009,0.1
0.8690969657735385,0.1
0.9036905757833897,0.1
1.0474226704759926,0.1
0.7995067723386641,0.1
0.7723798708176353,0.1
0.9276000444960819,0.1
0.8927919886383521,0.1
0.8451860508536777,0.1
0.9955665682258475,0.1
0.8449057631863057,0.1
0.8405263736476778,0.1
0.900071977361085,0.1
0.993414714027194,0.1
0.8534471644629978,0.1
0.8653762847185646,0.1
1.0520932219108523,0.1
0.8465990937280843,0.1
0.7039810339778352,0.1
0.901463913494792,0.1
0.9183179470172912,0.1
0.9916079784758307,0.1
1.033826060926103,0.1
0.8341737091791246,0.1
1.0578544956852867,0.1
0.7871253716526138,0.1
0.9909578672035408,0.1
0.8202925734355361,0.1
0.898861950137585,0.1
0.8848923555797918,0.1
0.7981922849347208,0.1
0.8003112498350694,0.1
0.922134072561092,0.1
0.7922993012044665,0.1
0.8417846118996362,0.1
0.883749645487969,0.1
0.8251047618708625,0.1
0.9963034995141475,0.1
0.7430160328268317,0.1
1.0038432851883867,0.1
0.914951382023807,0.1
0.8670925270927529,0.1
0.8694560818367191,0.1
0.9086169268263433,0.1
0.9098525519753395,0.1
0.8924433328137239,0.1
0.9803352772494182,0.1
0.8324707447880498,0.1
1.0098412757805302,0.1
0.9933982410600726,0.1
0.9124527833399086,0.1
0.8047306017838601,0.1
0.8782494967597735,0.1
0.7986619026065229,0.1
1.0475159727279588,0.1
