medianOR,eta
0.3046958759181737,1.0
0.4230944447106499,1.0
0.43857070230653683,1.0
0.4405979919986268,1.0
0.395953464454752,1.0
0.6197552505321948,1.0
0.5669698605106058,1.0
0.5352516963349955,1.0
0.5457325715833383,1.0
0.36274043599528333,1.0
0.556759019629789,1.0
0.39418537962654054,1.0
0.34267205889229496,1.0
0.4330327369293228,1.0
0.7760093408681584,1.0
0.48371068888331703,1.0
0.6192639611082683,1.0
0.2747256139975338,1.0
0.4036718721048016,1.0
0.44468058549343037,1.0
0.4102471977028029,1.0
0.5866762860933551,1.0
0.3005818165887964,1.0
0.5198062901275413,1.0
0.4602298382515178,1.0
0.4087673936464294,1.0
0.44839493605993747,1.0
0.7576042614039946,1.0
0.39344944206037386,1.0
0.45356068494524227,1.0
0.4243618406022719,1.0
0.290947405132936,1.0
0.3135574498415101,1.0
0.37268768815414577,1.0
0.23248798243046478,1.0
0.4174451582977186,1.0
0.5817739701493532,1.0
0.36154112361828095,1.0
0.4694216839395956,1.0
0.5022982250228182,1.0
0.564312637257002,1.0
0.3576339487982413,1.0
0.4234026635874278,1.0
0.44130614938505136,1.0
0.633171201482142,1.0
0.3446361277097654,1.0
0.5891559851428698,1.0
0.48820220302614153,1.0
0.3191550274078187,1.0
0.5230888728253575,1.0
0.44937403966139083,1.0
0.470987231055568,1.0
0.47501843061519256,1.0
0.5854216749874084,1.0
0.4136874668392565,1.0
0.5756245497278375,1.0
0.4467609326451269,1.0
0.47410757067000753,1.0
0.5694448876938428,1.0
0.3935867708054869,1.0
0.39033663024475046,1.0
0.3353067544737605,1.0
0.5048384675131472,1.0
0.35819205763420914,1.0
0.4067551177982019,1.0
0.5186064095236892,1.0
0.3709046687460903,1.0
0.4074569594779893,1.0
0.2830261493345284,1.0
0.32009880441186983,1.0
0.656925725487998,1.0
0.4551950629604826,1.0
0.35822716953140515,1.0
0.5585716593523576,1.0
0.31360284860629595,1.0
0.5283213347961175,1.0
0.4582127640336738,1.0
0.3088391562368993,1.0
0.31696038725232945,1.0
0.4258759079298192,1.0
0.3093660392764467,1.0
0.4220346598505642,1.0
0.3661223283385565,1.0
0.47885846738576127,1.0
0.4985143623466492,1.0
0.47745463705665114,1.0
0.5533009207573361,1.0
0.5118510461963975,1.0
0.36018007513702094,1.0
0.31355343894199683,1.0
0.3613457780381544,1.0
0.2297638198994803,1.0
0.31439462676904356,1.0
0.4523152744016355,1.0
