medianOR,eta
0.5287554391720938,0.55
0.35905355672952427,0.55
0.5549596291075002,0.55
0.4416458861070106,0.55
0.5021374287600797,0.55
0.46419642306920583,0.55
0.3564625355735001,0.55
0.6116970983620978,0.55
0.5430836980169522,0.55
0.5603280101369111,0.55
0.5239948480093327,0.55
0.5027569683503548,0.55
0.3463802711825835,0.55
0.5428428261754125,0.55
0.5439521476692625,0.55
0.553789682996501,0.55
0.32724067524029454,0.55
0.38907981134121966,0.55
0.29574006892967314,0.55
0.4730604828158438,0.55
0.36727187446673243,0.55
0.3112436723864984,0.55
0.6394005724533564,0.55
0.35920968905429507,0.55
0.4308556155814279,0.55
0.5266492194927731,0.55
0.553318379761632,0.55
0.3689684531003381,0.55
0.5560958398316997,0.55
0.49345049874906943,0.55
0.29793757768889767,0.55
0.5739718117589631,0.55
0.67453096236918,0.55
0.5282025190300613,0.55
0.36508165863580483,0.55
0.5026008599010486,0.55
0.542643880868298,0.55
0.4296690073864949,0.55
0.51481159244867,0.55
0.3178016687617863,0.55
0.49794745924177264,0.55
0.5295129111726127,0.55
0.531047066366224,0.55
0.5066607570176321,0.55
0.5242352934602864,0.55
0.3845787052583906,0.55
0.5795679965862358,0.55
0.43293616993916817,0.55
0.4363289203414924,0.55
0.6233858945178512,0.55
0.4855994909623278,0.55
0.3903512468801839,0.55
0.6659840727361668,0.55
0.4257955002207375,0.55
0.4614174205793613,0.55
0.4255491255043839,0.55
0.5191633098020888,0.55
0.5704551761675217,0.55
0.5105308165532273,0.55
0.5434687441099129,0.55
0.521106397102406,0.55
0.49088911078579184,0.55
0.536462840581378,0.55
0.527251508382143,0.55
0.3692279285329765,0.55
0.5142085878858644,0.55
0.43610899926202784,0.55
0.5395666622044494,0.55
0.6892919800020163,0.55
0.5584222852716388,0.55
0.5839720955947734,0.55
0.3204662962243225,0.55
0.6992490500422405,0.55
0.45245555701533247,0.55
0.46541909981439933,0.55
0.4853736394297349,0.55
0.3788946533954717,0.55
0.45592364980384037,0.55
0.5266152736352332,0.55
0.5740006012686301,0.55
0.38887932530328234,0.55
0.4359284614402224,0.55
0.4201096642569497,0.55
0.5407312840233689,0.55
0.5755325345026598,0.55
0.491370715737926,0.55
0.4184813181978994,0.55
0.5727036008741966,0.55
0.40920309959977863,0.55
0.3010213415711602,0.55
0.4741539384496541,0.55
0.4748003197460138,0.55
0.4890580431826901,0.55
0.38526309827484695,0.55
0.48059380540999336,0.55
0.32325126345637406,0.55
0.8400016315378473,0.55
0.5363611908091177,0.55
0.5279829139882671,0.55
0.5287888901764093,0.55
0.4538816948823727,0.55
0.35297609575473,0.55
0.5421662337455946,0.55
0.6792389992269837,0.55
0.3770920202392475,0.55
0.3120076432617112,0.55
0.4963661524894433,0.55
0.48378895588067744,0.55
0.41027392637490023,0.55
0.6501883474521268,0.55
0.4855880693615538,0.55
0.4989539599475788,0.55
0.40992298777733277,0.55
0.4857068870624751,0.55
0.5183753468115865,0.55
0.48027323197313687,0.55
0.5698574167263589,0.55
0.5090829577328498,0.55
0.5389548057708669,0.55
0.5173277900948893,0.55
0.4730934551168871,0.55
0.5909419009931138,0.55
0.26915064864327287,0.55
0.2871042093687477,0.55
0.7164950740652811,0.55
0.3332744175578128,0.55
0.43716518002034227,0.55
0.3997190989260425,0.55
0.6262823271787201,0.55
0.5570595672643228,0.55
0.6510793983311581,0.55
0.48276609100823964,0.55
0.36176518975067246,0.55
0.5176409984541123,0.55
0.4913672429874996,0.55
0.4639557329249242,0.55
0.42194263238112967,0.55
0.5342986079369179,0.55
0.3053880419018606,0.55
0.6076809067881236,0.55
0.30419391467084805,0.55
0.6572049392706789,0.55
0.41271117158926074,0.55
0.31920389535348914,0.55
0.4406669073259784,0.55
0.33881309156137235,0.55
0.582824605251611,0.55
0.40787517821303787,0.55
0.40020154533882096,0.55
0.4217820040228515,0.55
0.40215705016885817,0.55
0.6378385352507971,0.55
0.4917634337785104,0.55
0.31669991171150336,0.55
0.41450709208495556,0.55
0.5440007428363764,0.55
0.33456439276623084,0.55
0.6111549573337134,0.55
0.49271748946360244,0.55
0.326114796553542,0.55
0.46446853172490155,0.55
0.5487559959352487,0.55
0.5255819900414728,0.55
0.33021985310775276,0.55
0.46981491624899036,0.55
0.39137627261308977,0.55
0.5279407261296638,0.55
0.5910402489095752,0.55
0.4383887418034092,0.55
0.6659628253358392,0.55
0.44406269252751807,0.55
0.512166266050153,0.55
0.5335613444280791,0.55
0.5183801129147748,0.55
0.6120757051059218,0.55
0.5904943814928608,0.55
0.5433080495938534,0.55
0.6177038003433092,0.55
0.3568027442862175,0.55
0.48800753009932757,0.55
0.45443590874863315,0.55
0.504254947657863,0.55
0.5926289609806732,0.55
0.2611086883091911,0.55
0.5621431806814214,0.55
0.61426742580521565,0.55
0.4273118136983909,0.55
0.27960490452276493,0.55
0.394006384786401,0.55
0.45650816490322016,0.55
0.46506228884195666,0.55
0.46578151005137397,0.55
0.3069800923162216,0.55
0.41481728384331923,0.55
0.43377720597033076,0.55
0.4175596397780911,0.55
0.6116531557559581,0.55
0.5220500261953542,0.55
0.4317505340329894,0.55
0.496580739413024,0.55
0.45731606550433057,0.55
0.30703541678148216,0.55
0.38815218270116225,0.55
0.3288972551028972,0.55
0.34907232296571594,0.55
0.5603529454001559,0.55
0.4028197185484591,0.55
0.36912156474107355,0.55
0.7466791304810494,0.55
0.5487038240443424,0.55
0.4514624140629324,0.55
0.5501202005031065,0.55
0.417893992697793,0.55
0.6496444231452043,0.55
0.49909662077756856,0.55
0.6268331000967935,0.55
0.5961903302635146,0.55
0.398392888667693,0.55
0.49629519208312967,0.55
0.4981795398037208,0.55
0.2614279711405517,0.55
0.5515796710128729,0.55
0.3210016711865362,0.55
0.5038302299740778,0.55
0.6560136673529234,0.55
0.3935955954216659,0.55
0.4209434183598152,0.55
0.27975061349351416,0.55
0.4824964586169821,0.55
0.5287561804925952,0.55
0.46708331435585304,0.55
0.3163712328818274,0.55
0.47541793006850613,0.55
0.45876622331955796,0.55
0.6341108123878187,0.55
0.41222522865351685,0.55
0.4291172264329909,0.55
0.6720620311863724,0.55
0.3231266874315225,0.55
0.3839259968568152,0.55
0.5982275557273828,0.55
0.3738374344790602,0.55
0.4171946284580116,0.55
0.6989197538204261,0.55
0.5927555754840551,0.55
0.37557670395874343,0.55
0.3776006590712657,0.55
0.39815234870359667,0.55
0.4435361877011157,0.55
0.5900667380421885,0.55
0.5182133831151922,0.55
0.4993856744506337,0.55
0.39924672091961466,0.55
0.4788121778156524,0.55
0.6437459545179076,0.55
0.44148430582418563,0.55
0.6235330166102251,0.55
0.5114512470486232,0.55
0.31600709195265225,0.55
0.6101228334302209,0.55
